filename,x,y,width,height
b-1HoJ-Hqz5STrwrZHGBYdjAE3Q.jpg,619.5668640136719,756.1234436035156,65.63528442382812,63.824951171875
b-1HoJ-Hqz5STrwrZHGBYdjAE3Q.jpg,756.2182006835938,591.466796875,46.3768310546875,38.32135009765625
b-1HoJ-Hqz5STrwrZHGBYdjAE3Q.jpg,900.525146484375,730.3717651367188,56.36309814453125,56.363037109375
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,631.5339965820312,605.4395141601562,37.705322265625,36.7889404296875
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,899.2415161132812,891.4265747070312,37.70526123046875,35.1494140625
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,699.2994995117188,552.8570556640625,39.722900390625,38.1771240234375
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,804.5891723632812,852.8656005859375,79.44580078125,71.63751220703125
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,588.1729125976562,806.0819702148438,69.7547607421875,65.48553466796875
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,840.0186157226562,959.4299926757812,46.83990478515625,34.44110107421875
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,625.36279296875,900.1913452148438,73.3865966796875,67.5045166015625
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,688.9181518554688,620.8187255859375,72.69261318506751,74.966064453125
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,852.0008239746094,652.1980590820312,62.588348388671875,76.06240844726562
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,914.3235473632812,613.455078125,32.049560546875,40.36260986328125
b-38OOnRNVd8OdKdmNYZXXy83E.jpg,939.8462524414062,695.87548828125,25.022857666015625,28.2763671875
b-3Q-HdqeuB2sRxMIzzUPNjZfLSw.jpg,,,,
b-3wnyR8oNsu-V149ZYfCL-dfeDk.jpg,829.3311767578125,812.07763671875,81.06622314453125,59.7332763671875
b-3wnyR8oNsu-V149ZYfCL-dfeDk.jpg,703.312255859375,612.9486694335938,78.76348876953125,69.38690185546875
b-3wnyR8oNsu-V149ZYfCL-dfeDk.jpg,867.646728515625,672.9805908203125,76.6815185546875,68.10540771484375
b-3wnyR8oNsu-V149ZYfCL-dfeDk.jpg,636.8860473632812,715.1812133789062,66.591796875,73.28704833984375
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,741.5292053222656,548.5253601074219,56.8779296875,55.782623291015625
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,927.1889953613281,649.6513061523438,85.50772094726562,70.53842163085938
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,1022.9129028320312,645.4597778320312,59.139801025390625,55.425689697265625
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,656.80859375,767.9471435546875,64.42791748046875,56.993896484375
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,654.6883544921875,575.2895202636719,54.755279541015625,53.812957763671875
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,719.693603515625,617.6455688476562,86.89312744140625,68.10540771484375
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,952.6250610351562,577.9648742675781,47.580291748046875,47.61932373046875
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,654.0875854492188,834.7171630859375,61.06005859375,53.50750732421875
b-4-5gzYj0rmr9-dvGMkA3-FNkEs.jpg,821.8206787109375,931.5110473632812,74.36178588867188,73.50729370117188
